"21","0","8&554.00","1&89.00","24&994.28","10&1259.00","45&5400.00","32&2739.60","60&5943.40","60&8753.70","31&3170.10","25&2141.60","40&3121.30","34&3465.50","5&406.80","0","0","0","0","0"
"15791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","10&1067.90","5&341.90","2&119.80"
"15976","0","0","0","0","0","3&297.00","0","0","0","0","0","0","0","0","3&204.80","4&346.80","1&109.90","0","2&138.90"
"15998","0","0","0","0","0","0","0","0","0","0","17&1049.70","105&8657.60","66&6117.40","48&4537.70","137&12198.90","81&6925.80","70&6691.50","108&9485.20","94&8880.70"
"16055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&2084.30","0"
"16238","0","0","0","0","0","48&4966.00","17&1584.00","17&1142.20","7&672.80","7&486.40","7&693.80","13&1054.40","13&761.20","3&269.90","21&1970.30","27&2220.50","16&1289.90","21&1687.10","12&1113.30"
"16247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33&3498.70","36&3305.00"
"16375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16797","0","0","0","0","0","95&9407.00","149&12905.80","210&16271.30","296&28916.90","117&10087.40","133&12247.70","50&4525.90","25&2208.80","32&3110.30","30&2871.20","26&2170.80","39&3635.80","16&1256.00","28&2218.20"
"16875","0","0","0","0","0","0","0","0","0","7&899.90","57&5136.50","98&9967.30","49&5350.10","34&3565.80","73&6842.30","23&2173.60","28&3368.60","33&3502.20","50&4728.20"
"16920","0","0","0","0","0","0","0","0","0","0","0","0","0","2&134.80","2&143.00","0","1&69.00","0","2&207.00"
"16930","0","0","0","0","0","12&552.00","0","0","0","0","0","0","0","0","0","3&337.90","1&39.90","0","1&69.90"
"16995","0","0","0","0","0","0","0","6&1985.00","5&580.00","51&5485.90","366&32593.60","1402&116841.80","548&50673.90","366&35129.50","1017&90612.20","237&20575.30","173&16606.90","231&20301.90","278&23261.00"
"17095","0","0","0","0","0","185&19657.00","222&21340.50","168&16488.70","238&23589.40","127&12014.90","159&14570.90","146&14199.30","70&8507.80","129&12137.50","400&37078.20","290&27925.20","277&27458.40","279&26754.80","283&23997.70"
"17174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59&6931.00","26&2163.90","20&1844.10","26&2176.30","20&1946.20"
"17212","0","0","0","0","0","0","0","0","2&139.80","3&168.00","5&357.70","0","0","0","0","5&555.90","0","3&261.20","2&150.00"
"17287","0","0","0","0","0","0","0","0","0","15&1102.90","18&1441.80","12&1011.30","0","21&2257.60","9&837.50","7&795.80","1&105.90","0","0"
"17523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1597.10","21&1535.00","12&1067.10","4&381.80","1&99.90"
"17560","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.00","2&128.00","0","3&269.70","7&592.30","4&257.70"
"17579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&336.90","4&314.90","2&217.00","7&474.60"
"17724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81&6851.90","23&1647.50"
"17822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90"
"17870","0","0","0","0","0","0","0","0","0","0","6&712.70","0","0","14&1704.70","86&8545.40","107&10330.50","96&9324.50","52&6460.90","42&4148.30"
"17968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&154.70","0"
"18027","0","0","0","0","0","1&99.00","22&2238.00","2&96.00","1&159.00","1&120.00","0","0","0","0","1&59.00","2&42.70","2&207.00","9&923.40","6&495.60"
"18039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","10&1003.00"
"18081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172&14636.50","578&55019.60","641&62764.20","505&45148.70"
"18107","0","0","0","0","0","0","0","0","0","0","1&39.90","0","0","0","0","0","0","0","0"
"18171","0","0","0","0","0","0","0","0","0","2&118.90","8&555.00","1&59.90","2&176.00","5&436.70","35&3480.30","12&1041.10","7&714.80","1&85.00","1&59.90"
"18271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","6&479.50","2&149.80","3&296.90","3&245.80"
"18373","0","0","0","0","0","54&5829.00","130&12233.20","76&7057.60","38&3518.60","41&3223.00","140&10585.60","84&6673.50","58&5380.60","28&2590.10","89&8098.40","138&13671.00","206&20665.60","265&27087.50","186&16254.70"
"18422","0","0","0","0","0","0","67&7616.70","54&5566.70","94&8633.00","45&3892.00","22&1787.20","13&1040.70","2&227.00","2&236.00","4&394.80","5&469.00","0","1&128.00","19&1825.60"
"18433","0","0","0","0","0","0","6&470.00","85&7146.60","22&2609.30","50&4113.40","69&5865.90","100&7799.20","31&2518.40","28&2795.70","51&5353.00","10&1123.20","32&3800.70","21&2322.40","50&4659.70"
"18470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&1084.90","29&3382.40","28&3591.80","23&3513.10"
"18474","0","0","0","0","0","0","1&79.00","3&327.00","11&1020.50","12&1314.50","6&59.97","10&76.09","7&468.04","31&420.24","8&2413.00","5&565.90","12&1311.31","15&1129.70","8&599.00"
"18630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2202.80","48&4930.40","19&1817.10","27&2351.80"
"18679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&3299.00","20&1774.90","34&3071.90"
"18912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.00","0"
"18921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&62.90"
"18964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","179&15022.80","329&30914.60","212&20593.70","176&17094.80","174&15276.00"
"19050","0","0","0","0","0","2&208.00","4&300.80","2&176.00","8&671.70","20&1467.90","49&3601.51","36&2681.60","16&1295.40","14&1290.60","25&1995.90","18&1634.80","18&1683.60","13&1020.20","17&1403.00"
"19108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","0"
"19394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&186.00","7&664.60","12&1440.10","11&2347.50","1&66.80"
"19420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&412.00","16&1217.20","11&1154.20","8&488.80","0"
"19452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&300.60","28&2801.00"
"19464","0","0","0","0","0","0","0","414&39142.50","747&72606.00","633&54986.00","957&87416.80","1172&110533.10","985&105859.70","798&80144.20","1739&166238.70","1884&183157.60","2337&220256.80","2109&207493.60","2109&201679.70"
"19481","0","0","0","0","0","0","0","0","0","0","0","0","0","1&138.00","1&48.00","7&480.70","0","1&98.00","0"
"19482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90&7965.10","125&11439.10","46&4734.70","38&3364.10","30&2158.70"
"19499","0","0","0","0","0","0","0","0","0","4&308.40","5&411.90","2&161.00","0","0","0","0","0","3&226.00","1&66.60"
"19575","0","0","0","0","0","0","69&6485.20","225&18963.10","171&19858.40","348&27531.50","449&40816.50","236&17853.60","100&8785.60","141&13660.30","372&32899.60","290&27867.00","424&40245.50","293&26798.50","410&38723.10"
"19696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&695.30","13&1129.20","15&1295.30"
"19789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1716.50","166&14380.90","184&15802.90"
"19872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1766.30","12&1084.40","3&289.60"
"19893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&854.60","20&1607.80","21&1593.00"
"19894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&2599.40","15&1855.40","9&753.40","9&1027.80","3&270.60"
"19895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80"
"19908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68&6411.90"
"19921","0","0","0","0","0","0","0","0","0","0","0","169&17996.90","45&4797.00","85&7992.10","194&17035.10","126&11270.10","118&11193.00","68&6292.40","99&8562.30"
"19964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&184.00","6&494.40"
"19967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&66.80"
"20313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1272.10","12&1026.50","9&645.90","16&1209.90"
"20316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2393.20"
"20442","0","0","0","0","0","0","94&8802.00","459&39087.40","605&59963.00","594&50336.10","1075&97527.10","1325&126466.80","808&99489.20","757&77823.00","1916&178683.40","1876&179739.60","2562&262331.50","2108&204681.90","1891&176888.50"
"20470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&694.60","10&570.30","0","2&89.80"
"20492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80&6838.30","375&33791.70","661&66816.50","666&61341.20","623&55092.40"
"20516","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1157.70","16&1411.30","16&1372.10","38&3641.50","38&3325.30","13&1121.30"
"20557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20593","0","0","0","0","0","0","187&16028.30","254&23198.80","197&20563.10","117&9754.80","243&22252.00","203&17741.80","196&23326.90","191&19047.20","535&48935.90","431&39893.30","426&38887.90","332&31714.80","341&30160.90"
"20690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&253.40","1&59.90","0"
"20697","0","0","0","0","0","0","6&594.00","24&2066.50","33&3140.70","11&919.50","27&2188.00","14&984.50","14&1198.80","25&2320.70","32&3030.20","17&1743.30","11&1374.10","18&1902.90","13&1484.20"
"20766","0","0","0","0","0","0","0","0","0","3&292.90","4&258.70","0","0","0","1&69.90","12&973.10","10&883.70","0","5&371.80"
"20817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1480.90","21&1753.50"
"20915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71&8728.00","57&5518.20","63&6741.90"
"20949","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2748.00","85&7645.60"
"20953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21019","0","0","0","0","0","0","12&552.00","48&4051.40","24&2209.00","16&1149.00","11&876.20","12&1159.60","9&862.70","12&1104.60","67&6672.70","51&4713.70","29&2661.90","27&3037.50","63&5928.50"
"21066","0","0","0","0","0","0","0","0","0","0","1&128.00","4&272.80","3&825.90","0","50&4184.50","60&5504.10","79&7046.60","83&7856.00","60&5502.30"
"21098","0","0","0","0","0","0","0","2&277.00","6&541.80","0","0","0","0","0","0","0","12&987.00","10&1004.20","10&1015.60"
"21107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1335.80","22&2285.20"
"21162","0","0","0","0","0","0","0","0","3&804.00","0","0","0","0","33&2798.40","82&8270.00","80&7190.00","59&6151.10","89&7890.20","74&5597.80"
"21258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&259.60","30&2947.40","37&3079.30"
"21632","0","0","0","0","0","0","0","0","24&1214.80","14&830.70","29&1998.10","25&1851.00","15&1051.00","24&1940.60","25&2051.70","29&2503.60","523&48769.30","516&45112.70","178&16576.40"
"21669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21694","0","0","0","0","0","0","9&1205.00","49&3850.80","108&9862.60","63&5260.70","31&2772.00","19&1632.20","10&1196.90","26&2195.80","34&2840.80","25&2434.90","18&2208.60","13&978.70","20&1773.80"
"21846","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1353.80","100&9118.80","89&9289.30","62&5998.00","25&2309.80","35&3054.20"
"21849","0","0","0","0","0","0","29&1741.90","65&3675.30","109&10031.50","68&6396.80","68&5640.80","32&2136.50","38&3548.10","15&1393.50","31&2988.70","35&3279.10","47&4520.10","40&3489.90","46&4707.80"
"21962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1252.20"
"21964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21968","0","0","0","0","0","0","41&3301.70","142&12822.30","172&16785.00","84&8430.50","159&15051.90","162&15402.50","108&13379.10","51&4707.40","129&11537.30","71&6681.80","133&13377.60","109&10067.20","98&9681.70"
"21975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40&3931.20","52&4723.90","10&848.50","17&1554.80","12&910.00"
"21998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&667.40","21&2475.40","13&1077.20"
"22184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&669.40"
"22263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80"
"22535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&507.00","14&1564.70","3&260.90","7&688.90","5&484.70"
"22566","0","0","0","0","0","0","1&99.00","4&312.90","0","0","0","0","0","0","18&1418.10","15&1250.80","3&274.60","4&350.90","1&49.00"
"22724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2271.60","8&686.40","6&667.40","5&392.00","0"
"22760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&339.60","6&566.70","3&269.90"
"22824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&828.30","12&1322.50","23&2244.70"
"22925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1346.80","30&2597.20","5&453.80","1&58.00"
"22995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&108.90","0"
"23012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&149.00","0"
"23065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2360.50","12&975.60","16&1504.80","9&635.00"
"23135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&812.70","5&296.90"
"23143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45&3374.70","27&2658.80","43&4087.20","22&1966.30","18&1568.50"
"23260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&443.00","0"
"23301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1117.30","83&7740.10","86&8474.90","63&5299.70","48&4515.10"
"23352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23358","0","0","0","0","0","0","4&442.00","1&128.00","22&2609.80","61&7331.90","48&4025.90","52&6220.40","58&6717.80","20&2329.80","70&5864.50","65&6001.50","65&6905.90","38&4078.10","33&2662.60"
"23414","0","0","0","0","0","0","0","0","0","0","20&1535.30","13&1646.90","7&562.70","12&1159.80","87&7483.60","92&7986.10","59&6427.70","39&3802.30","41&3053.30"
"23434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23443","0","0","0","0","0","0","0","27&1948.50","118&11160.20","137&12521.80","193&19918.00","163&15459.40","158&22604.70","50&6391.30","61&6796.10","86&10746.30","51&5774.80","64&7103.30","59&6703.60"
"23483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116&10173.10","73&5926.70","74&7020.40","65&5866.40","44&3454.80"
"23502","0","0","0","0","0","0","65&5507.60","161&12628.80","145&12845.20","68&5416.90","50&4349.30","94&9172.20","56&4698.90","31&3174.80","75&6380.20","64&5671.80","58&5474.90","66&6139.40","76&6926.80"
"23576","0","0","0","0","0","0","0","0","0","0","0","20&1295.50","8&828.90","18&1587.00","9&708.90","73&5554.90","60&6153.10","20&2034.10","28&2420.40"
"23721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93&8518.70"
"23776","0","0","0","0","0","0","0","57&5413.60","53&4901.90","38&3110.00","26&2664.10","41&2995.50","14&1554.90","25&2129.30","31&3141.80","44&6057.40","54&5662.10","45&5009.80","91&8545.40"
"23777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&598.40","0"
"23810","0","0","0","0","0","0","2&304.00","0","0","0","0","0","0","0","0","0","0","0","0"
"23836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&3063.80","37&3489.00","73&6920.30","82&7916.90","44&3696.20"
"23938","0","0","0","0","0","0","31&1735.00","43&3489.90","75&8109.80","17&1396.60","14&1191.50","27&2493.10","10&1146.40","10&954.70","12&1046.80","29&2659.90","34&3066.50","30&2685.30","40&3451.30"
"24090","0","0","0","0","0","0","0","0","38&3124.50","81&7303.80","213&19875.60","238&20831.10","75&7923.20","78&8221.40","129&11156.30","158&15009.00","279&26108.10","284&26633.80","277&25725.10"
"24234","0","0","0","0","0","0","0","8&746.90","15&1586.00","6&1161.70","3&166.80","6&727.70","6&476.80","16&1627.60","29&2749.20","27&2366.10","24&1916.10","15&1341.30","13&1637.21"
"24239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&916.60","26&2176.20","0"
"24357","0","0","0","0","0","0","0","0","0","0","4&319.70","25&1705.60","0","1&79.00","5&575.70","17&1519.60","15&1367.40","39&3226.00","40&3286.40"
"24444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&891.40","11&1124.20","11&876.50","3&383.90"
"24557","0","0","0","0","0","0","0","0","0","0","0","0","2&221.00","0","5&432.90","11&1181.50","18&1917.10","31&2706.40","54&5199.20"
"24566","0","0","0","0","0","0","0","0","1&39.90","0","0","0","0","0","0","0","0","4&528.50","18&1965.70"
"24574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&883.50","11&987.60","16&1345.80"
"24600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&591.50","5&524.00","2&133.40"
"24668","0","0","0","0","0","0","0","0","0","103&6678.60","465&40946.70","320&29989.40","179&16926.40","98&9031.80","190&16638.70","141&11231.60","173&16974.30","134&13155.80","245&21594.50"
"24726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&178.00","2&159.80"
"24740","0","0","0","0","0","0","0","0","0","0","0","0","0","24&2381.20","570&52488.90","545&52054.00","666&65587.20","761&74170.60","702&63395.50"
"24805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&394.90","7&554.40"
"24825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&265.00"
"24852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24853","0","0","0","0","0","0","0","0","0","0","0","7&660.90","14&1312.90","10&1256.90","13&1002.50","7&1104.30","5&490.60","7&820.60","6&673.60"
"25016","0","0","0","0","0","0","0","0","0","0","0","0","0","4&316.00","51&4745.40","77&6788.70","217&20992.50","169&15117.60","136&13571.80"
"25599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25635","0","0","0","0","0","0","14&1164.00","95&8475.10","90&9017.80","40&3097.70","141&13243.40","209&17898.20","149&13695.20","153&14824.90","336&31637.00","239&21682.90","171&15301.50","176&15531.70","126&11756.10"
"25636","0","0","0","0","0","0","0","0","0","0","3&269.70","26&1664.60","6&593.60","2&197.00","8&640.90","2&97.00","0","5&339.80","2&153.90"
"25716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&934.40","14&1657.20","12&1476.50","2&167.90"
